id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,teamName,h_a,playerName,matchId,score,isOwnGoal,result_class,goals,goals_scored,goals_conceded,recipient
2651191159.0,3,0,0.0,75,50.0,50.0,0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.16'}]","[91, 117, 30, 35, 38, 216, 218]",True,299344.0,38.9,49.7,,,,,,,,,,Inter,a,Lautaro Martínez,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651191175.0,4,0,1.0,75,37.8,45.1,0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.26'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 38, 215, 218]",True,423450.0,30.6,22.3,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651191203.0,5,0,4.0,75,29.8,27.4,0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.91'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,349126.0,23.9,53.3,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Stefan de Vrij
2651191219.0,6,0,6.0,75,24.0,54.5,0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.63'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 37, 215, 218]",True,82399.0,23.0,82.5,,,,,,,,,,Inter,a,Stefan de Vrij,1746316,0 : 4,,Win,"(4, 0)",4,0,Carlos Augusto
2651191245.0,7,0,9.0,75,23.0,82.5,0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.13'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 37, 215, 218]",True,357897.0,27.6,97.7,,,,,,,,,,Inter,a,Carlos Augusto,1746316,0 : 4,,Win,"(4, 0)",4,0,Federico Dimarco
2651191583.0,10,0,45.0,75,25.5,79.5,0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.70'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,82399.0,8.2,62.7,,,,,,,,,,Inter,a,Stefan de Vrij,1746316,0 : 4,,Win,"(4, 0)",4,0,Emil Audero
2651191601.0,11,0,48.0,75,7.1,52.2,0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.13'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '37.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 117, 127, 36, 38, 215, 218]",True,254692.0,21.5,2.2,,,,,,,,,,Inter,a,Emil Audero,1746316,0 : 4,,Win,"(4, 0)",4,0,Denzel Dumfries
2651191647.0,12,0,50.0,75,21.0,2.5,0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.26'}]","[91, 117, 30, 35, 37, 215, 218]",True,322153.0,11.8,19.9,,,,,,,,,,Inter,a,Denzel Dumfries,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651191779.0,16,0,59.0,75,12.3,1.9,0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.9'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '40.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.22'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 127, 36, 37, 216, 218]",True,349126.0,49.9,14.9,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Alexis Sánchez
2651192003.0,18,1,21.0,75,53.1,4.6,1,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.94'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}]","[91, 117, 30, 132, 35, 37, 216, 218]",True,322153.0,37.8,9.5,,,,,,,,,,Inter,a,Denzel Dumfries,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651192023.0,19,1,21.0,75,39.1,15.1,1,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.81'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,349126.0,34.7,43.1,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651192071.0,20,1,24.0,75,34.4,48.1,1,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.62'}]","[91, 117, 30, 35, 37, 216, 218]",True,423450.0,33.6,74.6,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Stefan de Vrij
2651192143.0,21,1,27.0,75,32.7,76.5,1,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.54'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,82399.0,33.0,90.2,,,,,,,,,,Inter,a,Stefan de Vrij,1746316,0 : 4,,Win,"(4, 0)",4,0,Carlos Augusto
2651192161.0,22,1,29.0,75,32.9,79.1,1,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.45'}]","[91, 117, 30, 35, 38, 215, 218]",True,357897.0,28.2,52.1,,,,,,,,,,Inter,a,Carlos Augusto,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651239151.0,431,1,33.0,75,32.1,36.2,1,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.00'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,423450.0,34.8,22.1,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651192259.0,24,1,37.0,75,29.4,21.2,1,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.02'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 215, 218]",True,349126.0,21.3,22.7,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651192315.0,25,1,40.0,75,19.0,20.2,1,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}]","[91, 117, 30, 36, 38, 215, 218]",True,423450.0,32.6,3.2,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Davide Frattesi
2651192397.0,26,1,43.0,75,32.6,3.2,1,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.32'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,331425.0,53.2,13.7,,,,,,,,,,Inter,a,Davide Frattesi,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651193233.0,28,2,46.0,75,64.0,21.5,2,FirstHalf,Pass,Successful,"[{'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.19'}]","[91, 119, 117, 30, 132, 205, 36, 38, 217, 218]",True,255929.0,68.2,20.9,,,,,,,,,,Inter,a,Federico Dimarco,1746316,0 : 4,,Win,"(4, 0)",4,0,Alexis Sánchez
2651193261.0,29,2,48.0,75,69.3,21.2,2,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.59'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,25244.0,69.1,41.0,,,,,,,,,,Inter,a,Alexis Sánchez,1746316,0 : 4,,Win,"(4, 0)",4,0,Federico Dimarco
2651193309.0,30,2,49.0,75,69.3,41.8,2,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.43'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.8'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,255929.0,71.6,66.3,,,,,,,,,,Inter,a,Federico Dimarco,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651194151.0,34,3,37.0,75,39.9,0.0,3,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.2'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.72'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 212, 35, 37, 215]",True,322153.0,18.9,13.6,,,,,,,,,,Inter,a,Denzel Dumfries,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651194181.0,35,3,44.0,75,28.3,48.8,3,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.76'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 37, 215, 218]",True,349126.0,24.7,78.2,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Carlos Augusto
2651194211.0,36,3,47.0,75,24.7,78.2,3,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.22'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}]","[91, 117, 30, 36, 37, 215, 218]",True,357897.0,29.4,97.8,,,,,,,,,,Inter,a,Carlos Augusto,1746316,0 : 4,,Win,"(4, 0)",4,0,Federico Dimarco
2651194221.0,37,3,49.0,75,28.7,96.8,3,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.05'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.6'}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,255929.0,34.0,97.2,,,,,,,,,,Inter,a,Federico Dimarco,1746316,0 : 4,,Win,"(4, 0)",4,0,Federico Dimarco
2651194485.0,39,3,59.0,75,45.2,100.0,3,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.42'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}]","[91, 212, 35, 38, 215]",True,255929.0,25.2,93.2,,,,,,,,,,Inter,a,Federico Dimarco,1746316,0 : 4,,Win,"(4, 0)",4,0,Carlos Augusto
2651194535.0,40,4,5.0,75,25.8,79.7,4,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.52'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '32.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.8'}]","[91, 117, 127, 35, 38, 215, 218]",True,357897.0,19.8,33.3,,,,,,,,,,Inter,a,Carlos Augusto,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651194625.0,41,4,8.0,75,19.6,29.9,4,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.08'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.1'}]","[91, 117, 30, 36, 38, 215, 218]",True,349126.0,26.1,3.5,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Denzel Dumfries
2651194669.0,42,4,12.0,75,27.8,3.2,4,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.36'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 37, 215, 218]",True,322153.0,30.0,19.3,,,,,,,,,,Inter,a,Denzel Dumfries,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651194743.0,43,4,13.0,75,30.0,19.3,4,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.27'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.5'}]","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,423450.0,67.5,18.5,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Alexis Sánchez
2651194803.0,44,4,18.0,75,71.5,16.6,4,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.62'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 36, 37, 217, 218]",True,25244.0,86.8,33.4,,,,,,,,,,Inter,a,Alexis Sánchez,1746316,0 : 4,,Win,"(4, 0)",4,0,Denzel Dumfries
2651195003.0,46,4,28.0,75,72.2,0.0,4,FirstHalf,Pass,Successful,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.78'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.8'}]","[91, 212, 35, 37, 216]",True,322153.0,54.8,9.2,,,,,,,,,,Inter,a,Denzel Dumfries,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651195031.0,47,4,31.0,75,57.0,15.1,4,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.67'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.2'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,349126.0,62.4,21.7,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Kristjan Asllani
2651195035.0,48,4,32.0,75,62.4,21.7,4,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.10'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,423450.0,53.0,22.3,,,,,,,,,,Inter,a,Kristjan Asllani,1746316,0 : 4,,Win,"(4, 0)",4,0,Yann Bisseck
2651195099.0,49,4,34.0,75,48.4,29.5,4,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.97'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.7'}]","[91, 117, 30, 35, 37, 216, 218]",True,349126.0,41.0,56.7,,,,,,,,,,Inter,a,Yann Bisseck,1746316,0 : 4,,Win,"(4, 0)",4,0,Stefan de Vrij
2651195147.0,50,4,36.0,75,39.4,58.2,4,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.83'}]","[91, 117, 30, 35, 37, 216, 218]",True,82399.0,34.7,85.5,,,,,,,,,,Inter,a,Stefan de Vrij,1746316,0 : 4,,Win,"(4, 0)",4,0,Carlos Augusto
2651195191.0,51,4,38.0,75,34.7,85.5,4,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.76'}]","[91, 117, 30, 36, 37, 216, 218]",True,357897.0,43.0,97.7,,,,,,,,,,Inter,a,Carlos Augusto,1746316,0 : 4,,Win,"(4, 0)",4,0,Federico Dimarco
2651195229.0,52,4,40.0,75,44.1,97.8,4,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '98.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.02'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 120, 29, 36, 37, 216, 218]",True,255929.0,65.7,98.6,,,,,,,,,,Inter,a,Federico Dimarco,1746316,0 : 4,,Win,"(4, 0)",4,0,Stefan de Vrij
